MANDT,VBELN,WADAT,LFUHR,ERDAT,ERNAM
SC1,8abdcb03-d01e-403a-8a8a-29f121291ed5,2014-11-30 00:02:40,2014-11-30 00:02:40,2014-11-17 09:58:18,James Bond
SC1,007b2fad-e8eb-49e6-828b-5d5ce4a644ff,2013-09-22 08:00:30,2013-09-29 07:44:40,2013-08-23 03:37:20,Rocky Balboa
SC1,02c2f8a7-ca79-4ab0-afe2-a666dadac517,2012-03-12 07:15:49,2012-03-12 07:15:49,2012-02-19 19:54:48,Tony Montana
SC1,d8164a36-76a1-460b-95b8-201d5277c4aa,2013-10-09 22:44:48,2013-10-09 22:44:48,2013-09-22 02:10:01,Rick Blaine
SC1,d182aa2b-7fff-42c4-822d-8a477b2423a3,2013-12-14 20:24:42,2013-12-14 20:24:42,2013-11-17 19:37:55,Katniss Everdeen
SC1,1b0783cc-9c60-46c5-8ec9-5ac39aac0097,2015-11-17 09:33:03,2015-11-17 09:33:03,2015-10-18 19:26:21,Frodo Baggins
SC1,d3fe9aaf-3884-4074-b451-4849e819a80f,2011-07-28 03:29:22,2011-07-28 03:29:22,2011-07-07 18:32:37,Jack Dawson
SC1,e0a1a744-2457-4a8c-9e77-52f002932bef,2009-05-02 22:49:18,2009-05-02 22:49:18,2009-04-26 09:49:57,Marty McFly
SC1,2d5b4494-aebf-4b0b-a063-4d59f0826eb8,2013-05-05 02:44:36,2013-05-05 02:44:36,2013-04-30 12:27:39,Travis Bickle
SC1,d7f50907-055e-45e7-b8cc-76279c401ec7,2013-09-13 08:35:16,2013-09-13 08:35:16,2013-08-20 10:47:29,Ferris Bueller
SC1,6252d4ef-80c3-4a31-872d-c3d47344cbf5,2013-07-18 05:17:22,2013-07-18 05:17:22,2013-07-13 01:48:10,Michael Corleone
SC1,8164771d-5750-4df6-8d11-01ce6d0fab06,2016-10-07 11:06:40,2016-10-07 11:06:40,2016-09-13 00:53:17,James Bond
SC1,fce3e850-76de-4392-a27e-a1b307ed6f03,2014-11-23 03:54:15,2014-11-23 03:54:15,2014-11-10 20:33:51,Hermione Granger
SC1,c1b85b4a-831a-4d3f-9b5d-dda3dfa3a7fb,2017-11-21 15:31:37,2017-11-21 15:31:37,2017-11-04 20:24:47,Rick Blaine
SC1,e09925e7-7e43-4397-b195-a825473923a2,2013-12-21 03:33:07,2013-12-23 01:42:50,2013-12-19 11:37:20,Frodo Baggins
SC1,ae23be66-31ec-4637-b9ed-dca433d429c2,2010-08-04 02:37:19,2010-08-04 02:37:19,2010-07-20 17:20:59,Katniss Everdeen
SC1,a9d9ae04-f917-4491-b9cf-f09b171c8d6e,2019-10-29 22:49:09,2019-10-29 22:49:09,2019-10-07 04:16:48,Rocky Balboa
SC1,b3f149f2-9ffd-4d21-a708-391c8144fdf0,2014-07-12 03:15:56,2014-07-12 03:15:56,2014-06-14 22:26:12,Ethan Hunt
SC1,a782501a-d326-4e9e-98d5-e849d04116c5,2011-01-16 01:17:59,2011-01-16 01:17:59,2011-01-12 06:01:32,Jason Bourne
SC1,f5eb3b94-1295-435e-b286-f4e034e67123,2014-02-08 23:18:17,2014-02-08 23:18:17,2014-02-02 20:25:36,Lara Croft
SC1,09f1a004-7bea-443b-b01b-86f1cfab94c9,2014-06-09 18:49:48,2014-06-09 18:49:48,2014-06-04 17:12:59,Jon Snow
SC1,b528dd55-9a1b-4a93-abe1-13a69d92327e,2010-09-29 17:40:27,2010-09-29 17:40:27,2010-09-05 23:26:48,Tony Montana
SC1,950e0250-467f-4c6e-a8f1-0c3a89dddb60,2017-10-25 22:47:19,2017-10-25 22:47:19,2017-10-09 21:30:47,Holly Golightly
SC1,cdca2564-510b-4088-9c80-c23fb4be666f,2009-09-13 08:26:45,2009-09-13 08:26:45,2009-08-30 09:13:32,Holly Golightly
SC1,82372d66-52c1-4e8e-8db4-2ce0eef4bf17,2018-08-09 15:52:38,2018-08-09 15:52:38,2018-07-25 00:20:57,Jack Sparrow
SC1,6b52150a-d967-4a24-b3ee-8dcc8aca9d5f,2012-04-06 16:04:10,2012-04-07 21:53:37,2012-03-11 15:05:03,Tyler Durden
SC1,ad90c32f-9b2e-4630-bfa2-e2e73550426d,2015-10-06 21:35:28,2015-10-06 21:35:28,2015-09-30 19:05:48,Dorothy Gale
SC1,e342c906-25da-474f-8569-23d2e8392955,2013-11-16 17:39:57,2013-11-16 17:39:57,2013-11-05 21:28:48,Tony Stark
SC1,410dfb60-9657-4011-baf0-d8eedb90f87d,2016-08-11 12:59:38,2016-08-18 20:07:08,2016-07-29 19:44:07,Tony Montana
SC1,4e51d031-e6ec-4add-8054-e415037e65bc,2014-12-14 03:39:34,2014-12-14 03:39:34,2014-12-09 00:11:07,Marty McFly
SC1,58c27bb2-208b-443e-9d75-99d649a629e6,2011-11-26 11:14:36,2011-11-26 11:14:36,2011-11-01 14:29:27,Daenerys Targaryen
SC1,00870c67-b82e-4651-9087-06ab245e2a55,2013-11-26 06:36:38,2013-11-26 06:36:38,2013-10-26 22:18:10,Travis Bickle
SC1,48f0358e-e0fb-4651-9a1b-3ff9dd3bb685,2019-08-07 09:10:53,2019-08-13 07:58:53,2019-07-20 09:34:17,Frodo Baggins
SC1,11f48b83-756e-4167-b29a-ec5bd7d949ee,2014-08-28 17:50:48,2014-08-28 17:50:48,2014-08-25 04:26:54,Atticus Finch
SC1,a8906614-9f0e-489c-8d59-723bc03c2383,2011-12-03 00:19:55,2011-12-03 00:19:55,2011-11-10 05:15:39,Katniss Everdeen
SC1,5c86f18d-87a1-4f9f-8b41-4b2902a74058,2017-01-02 22:05:53,2017-01-02 22:05:53,2016-12-14 02:33:22,Atticus Finch
SC1,7d43b45f-8db6-4b80-bd4b-f3fd0563b7a2,2012-08-15 09:26:15,2012-08-15 09:26:15,2012-07-29 13:08:25,Jason Bourne
SC1,43bf7973-5e79-4bb6-a289-90861c2be0e1,2012-01-13 01:23:13,2012-01-21 00:44:47,2011-12-19 08:44:55,James Bond
SC1,57162978-7e42-46bc-bbbe-228135c768ee,2017-03-26 02:28:36,2017-04-01 14:31:34,2017-03-24 11:16:34,Dorothy Gale
SC1,d7c6222d-3af7-441b-a6ee-8653dc84363b,2012-04-27 22:31:00,2012-04-27 22:31:00,2012-03-28 21:54:58,Ferris Bueller
SC1,139e3f73-968b-4cfb-9659-1727a1af7032,2017-09-04 23:08:59,2017-09-04 23:08:59,2017-08-05 12:40:35,John Wick
SC1,ba700a8f-1410-4382-9af3-0c4951358fc5,2015-04-16 13:52:16,2015-04-16 13:52:16,2015-04-07 18:07:27,John Wick
SC1,4eafb3f5-2f1c-4b2c-85c2-bb498b55fe8a,2015-11-23 01:31:05,2015-11-23 01:31:05,2015-11-14 10:56:03,Vito Corleone
SC1,f50a3b3d-c953-412c-b2f8-e9a431d0658b,2013-01-08 17:41:21,2013-01-08 17:41:21,2013-01-06 03:29:47,Jason Bourne
SC1,479ea17b-c036-44c0-8c91-bb3818119019,2019-07-01 08:26:34,2019-07-06 14:02:15,2019-06-16 20:53:35,Sheldon Cooper
SC1,fc80f367-35cc-42e0-8dc0-3d3ac3d5af2e,2015-06-04 15:11:34,2015-06-04 15:11:34,2015-06-03 04:18:37,Frodo Baggins
SC1,316ae2a4-68aa-4d11-b294-ca2bda88cee8,2009-05-10 04:12:34,2009-05-11 14:58:00,2009-05-07 19:24:20,Jack Dawson
SC1,32ea6ffb-3a49-4053-bcd4-824099eec3a4,2020-01-12 13:39:12,2020-01-14 03:42:45,2020-01-03 09:20:31,John Wick
SC1,f93c6a82-30d9-4a60-b9ac-a9888cf73eb6,2013-01-19 15:14:57,2013-01-19 15:14:57,2013-01-01 09:45:20,Jon Snow
SC1,12f96c38-699c-448e-9b06-1b093bb9d103,2018-10-08 05:45:49,2018-10-08 05:45:49,2018-09-26 00:17:18,Atticus Finch
SC1,4ebcf0c4-e6dd-44d7-8a66-036984543198,2011-10-10 00:30:35,2011-10-13 14:27:05,2011-09-28 23:52:43,Vito Corleone
SC1,393f045c-499b-498f-b8e3-684ddca315c5,2018-09-08 19:11:11,2018-09-08 19:11:11,2018-08-13 15:01:56,Jon Snow
SC1,84a05535-fee5-40b1-ac60-11e2b6debca2,2015-06-04 12:20:16,2015-06-06 19:29:35,2015-05-04 15:26:36,Jason Bourne
SC1,fb3f98c6-0981-41f7-a5b1-6a4a29b43f15,2011-07-12 02:22:27,2011-07-12 02:22:27,2011-07-05 22:47:24,James Bond
SC1,e62d49b4-9ce2-4ca9-8b39-0e449a2550f4,2018-09-22 08:01:16,2018-09-22 08:01:16,2018-08-25 09:55:06,Katniss Everdeen
SC1,356fe7b2-c1df-461e-b222-52b948248b8a,2017-11-03 06:22:44,2017-11-03 06:22:44,2017-10-31 23:48:48,Marty McFly
SC1,14cdcf9e-32d6-439e-96a0-99f62dcea346,2019-12-22 23:44:48,2019-12-22 23:44:48,2019-11-30 09:59:09,Ferris Bueller
SC1,d26424af-3e2e-4db1-812c-6bb0ee52007f,2019-05-23 14:45:59,2019-05-28 13:30:53,2019-05-18 16:12:41,Michael Corleone
SC1,d5c6066c-82d2-445a-bafc-5c9f086bc369,2013-12-26 16:02:41,2013-12-26 16:02:41,2013-12-14 13:09:13,Indiana Jones
SC1,77692b17-fc9f-49d2-bc04-b4dcb8d3bcf3,2014-06-27 00:23:54,2014-06-27 00:23:54,2014-06-06 01:40:07,Ferris Bueller
SC1,3ac7bf9b-394e-44be-98af-ea3c37d04fd6,2015-01-15 09:22:49,2015-01-15 09:22:49,2015-01-13 23:21:04,Darth Vader
SC1,7e051ae4-ca94-405e-b8de-59cb1ee70cb1,2017-12-17 12:28:14,2017-12-17 12:28:14,2017-11-30 20:47:38,Holly Golightly
SC1,7906dacb-5f56-420d-8760-f82f4a4018f9,2018-02-01 14:41:29,2018-02-01 14:41:29,2018-01-29 04:18:41,Daenerys Targaryen
SC1,8def9f3b-38bc-439c-ae49-33b2f8ec131a,2012-06-08 06:47:01,2012-06-08 06:47:01,2012-05-26 07:57:52,Sheldon Cooper
SC1,c6b68c7f-de9f-486c-9573-50967f9d7561,2012-09-22 20:24:01,2012-09-22 20:24:01,2012-08-30 10:42:11,Jack Dawson
SC1,22178359-331b-41c6-ba80-bb65da765748,2011-05-11 17:05:13,2011-05-11 17:05:13,2011-04-28 18:46:26,Daenerys Targaryen
SC1,294470a2-e3e5-4ef7-a9d9-c83e96958670,2017-12-04 03:12:18,2017-12-04 03:12:18,2017-12-02 20:50:24,Hannibal Lecter
SC1,3888401f-536f-4482-a217-690fcac02a16,2011-05-06 04:06:22,2011-05-06 04:06:22,2011-04-19 17:59:14,Indiana Jones
SC1,1a8d516a-9c22-4ce7-8cd7-9718c1666acb,2016-07-29 12:35:38,2016-07-29 12:35:38,2016-07-12 16:46:47,Ethan Hunt
SC1,88674643-c19b-4eb0-919e-ea44152ae0e7,2018-09-24 18:20:13,2018-09-24 18:20:13,2018-08-29 22:38:20,Indiana Jones
SC1,bb13ba76-b08d-4647-8dad-6bee349cf8f0,2018-11-03 02:21:55,2018-11-03 02:21:55,2018-10-24 00:42:01,Travis Bickle
SC1,f705a112-baaa-43f6-b7c3-37e433ea68c6,2011-09-01 13:26:25,2011-09-01 13:26:25,2011-08-30 10:20:35,Michael Corleone
SC1,e6b27d09-921a-44bc-b6a5-24026efb544b,2015-05-23 07:04:53,2015-05-23 07:04:53,2015-05-11 08:56:05,Walter White
SC1,259bf8a3-47a0-447f-96d5-9e086e8546e0,2013-06-29 15:42:19,2013-06-29 15:42:19,2013-06-23 06:58:12,Tyler Durden
SC1,c8e1d12d-c66c-4131-b9ff-57acead1d800,2016-12-24 23:59:38,2016-12-24 23:59:38,2016-12-05 18:08:32,Frodo Baggins
SC1,b2dc0ae3-2733-4f87-b132-8ef6bc03dc96,2019-01-30 16:07:22,2019-01-30 16:07:22,2019-01-07 06:24:36,Jason Bourne
SC1,f68b027e-a6f9-4294-9939-ad8d19291f43,2013-03-29 10:09:48,2013-03-29 10:09:48,2013-03-14 04:49:48,Hannibal Lecter
SC1,90f53fc2-ffd8-409f-8b4e-260a32eba733,2013-03-25 17:30:41,2013-03-25 17:30:41,2013-03-04 16:53:09,Clarice Starling
SC1,8556993f-3819-4551-b030-cd8a1f7614fb,2016-05-08 14:53:29,2016-05-08 14:53:29,2016-04-25 17:29:11,Travis Bickle
SC1,12232218-cae0-48ee-a6b0-58d44fffe020,2018-06-12 04:21:04,2018-06-12 04:21:04,2018-05-16 01:01:05,Indiana Jones
SC1,006e02e8-39c0-48fe-9140-8ba8b178bdcd,2009-07-11 03:37:11,2009-07-11 03:37:11,2009-06-18 01:57:58,Lara Croft
SC1,df276bdd-aafe-48f9-96bc-a774020d10cd,2010-11-20 17:03:27,2010-11-20 17:03:27,2010-10-31 07:34:16,James Bond
SC1,8ee2e229-e448-45af-806a-3c95da513e3c,2017-10-09 12:50:46,2017-10-09 12:50:46,2017-09-28 01:59:01,Harry Potter
SC1,2199596d-d3ff-4767-8904-6811ec34b566,2018-09-06 22:21:36,2018-09-06 22:21:36,2018-08-16 04:18:08,Tony Stark
SC1,b5fa529e-9a9f-493e-9b30-2167bd5b781b,2015-06-23 22:54:21,2015-06-25 11:01:26,2015-06-06 23:25:43,Hannibal Lecter
SC1,37dce44b-f044-441f-8549-2bd258adf5b0,2010-02-04 10:23:44,2010-02-04 10:23:44,2010-02-01 20:18:47,Jon Snow
SC1,9b077150-e9da-4d04-a9e0-84ef3b11d1f7,2016-04-09 17:10:34,2016-04-09 17:10:34,2016-03-30 04:09:57,Travis Bickle
SC1,52fe0cd1-9360-4e36-a0e5-3ccd89fe36b8,2011-01-26 23:53:54,2011-01-26 23:53:54,2011-01-07 23:18:19,Ethan Hunt
SC1,5af03829-be60-491e-8317-7e429b7f2cf9,2015-08-07 15:46:26,2015-08-07 15:46:26,2015-07-11 06:33:13,Rocky Balboa
SC1,ffde89d9-985d-482d-91bb-dd67daf3028d,2014-11-19 19:17:35,2014-11-19 19:17:35,2014-10-25 15:54:48,Jon Snow
SC1,540b3cb6-55e4-42da-86c4-136ef40bb276,2019-02-22 13:27:19,2019-02-22 13:27:19,2019-02-08 20:21:34,Michael Corleone
SC1,f80c8d71-73a9-4d93-87a0-5d3f8ded65b8,2014-02-17 22:36:33,2014-02-17 22:36:33,2014-01-26 18:57:17,Hannibal Lecter
SC1,2183f003-dae2-40c0-b759-5c06c4076a31,2011-04-14 05:41:05,2011-04-21 01:50:12,2011-03-17 08:10:38,Clarice Starling
SC1,f7046d76-0c90-451c-ac6e-e4e9db72bf18,2013-01-03 09:17:55,2013-01-11 00:03:40,2012-12-09 23:19:23,Frodo Baggins
SC1,a75c3657-4046-4608-ab94-02a69ff9cbc0,2013-09-02 03:51:20,2013-09-02 03:51:20,2013-08-11 01:52:15,Forrest Gump
SC1,d95a4d8f-6e54-46c0-b8d2-e443f652d031,2018-05-12 19:37:14,2018-05-12 19:37:14,2018-04-12 12:54:53,Marty McFly
SC1,64fd4b6f-5e81-4051-9a35-fa4b2ad19814,2018-10-23 09:10:54,2018-10-28 09:01:05,2018-10-03 21:19:33,Clarice Starling
SC1,9e16776c-52b3-4df0-9715-6f9888077e5b,2014-02-06 08:22:05,2014-02-07 18:16:39,2014-01-06 15:46:29,Walter White
SC1,54aa8401-8d95-43ab-9a3c-cdf38691483d,2017-02-13 09:02:00,2017-02-13 09:02:00,2017-01-22 17:50:59,Luke Skywalker
SC1,bf877282-22d2-498a-8699-6ea509c4d81d,2011-12-24 03:02:25,2011-12-24 03:02:25,2011-11-29 22:18:51,Rick Blaine
SC1,b85976c6-3a65-4ce6-87b1-cde9e56aaaa6,2018-08-29 03:36:47,2018-08-29 03:36:47,2018-08-06 22:39:09,Tony Stark
SC1,98dae9ca-f379-4c74-9bf3-daab4eb0a899,2012-06-27 22:06:31,2012-07-04 01:58:16,2012-06-18 00:39:32,Robert Axelrod
SC1,e005eff6-2a12-4347-a91e-a100fd2083a2,2011-12-10 18:19:33,2011-12-10 18:19:33,2011-11-23 07:55:04,Ethan Hunt
SC1,717994b7-3a21-4802-94c9-2bba60eb2ff0,2018-04-12 12:55:00,2018-04-12 12:55:00,2018-04-02 09:55:49,Norman Bates
SC1,e7f338c0-63a4-4321-9bdd-02bd783768c0,2017-07-06 15:27:15,2017-07-06 15:27:15,2017-06-22 11:45:49,Vito Corleone
SC1,fd0e87aa-9d13-4cc4-8d4c-3a1a225a6d10,2014-10-29 02:46:25,2014-10-29 02:46:25,2014-09-29 15:44:28,Jon Snow
SC1,f88a2336-c8ae-496a-8b46-c28e03afac59,2013-10-08 02:49:51,2013-10-08 02:49:51,2013-09-29 15:12:59,Travis Bickle
SC1,327037a3-b6b2-483d-9831-ed47d4e0d2bf,2011-01-04 17:14:58,2011-01-04 17:14:58,2010-12-30 01:58:05,Rocky Balboa
SC1,d03511d8-688c-4f04-8c4f-c3995b47b587,2013-01-29 07:29:46,2013-01-30 17:38:09,2013-01-09 01:43:32,James Bond
SC1,b089ca9d-7587-473f-8086-7b72e7652cda,2015-05-08 14:02:18,2015-05-08 14:02:18,2015-04-19 19:20:24,Leia Organa
SC1,23579f91-cdb7-4e5a-b62a-320f7d6a1a2c,2015-09-25 03:59:22,2015-09-25 03:59:22,2015-09-15 10:28:00,Hannibal Lecter
SC1,5727cb74-7730-41dc-9754-b71e95f5a810,2014-09-17 20:34:05,2014-09-17 20:34:05,2014-09-04 03:45:35,Lara Croft
SC1,8cf606a3-e3f6-4630-acc6-4be026908285,2018-11-29 18:00:18,2018-12-05 03:39:53,2018-11-19 08:21:20,John Wick
SC1,1f415b41-a87c-4d06-b3c6-ed77696d53f1,2011-01-01 05:36:08,2011-01-01 05:36:08,2010-12-08 13:38:12,Holly Golightly
SC1,641ee771-909a-4dde-9d5e-334db772d8eb,2019-02-17 15:31:10,2019-02-17 15:31:10,2019-02-13 02:48:50,Walter White
SC1,d8498997-0da4-4707-be2d-00fc1531a4d5,2019-04-04 10:14:17,2019-04-04 10:14:17,2019-03-23 07:59:49,Frodo Baggins
SC1,a57cf4a0-e373-49d0-8e9d-c6b26b69b69f,2014-11-09 15:01:36,2014-11-09 15:01:36,2014-10-18 13:26:58,Lara Croft
SC1,bda954b9-9ac5-49b7-a8b7-d9251f4e34fd,2013-04-21 08:44:26,2013-04-28 18:16:22,2013-04-04 07:44:33,Atticus Finch
SC1,c1e69151-afc0-4963-a974-cf727e2d9cda,2018-03-13 21:13:45,2018-03-13 21:13:45,2018-02-23 21:37:07,Ellen Ripley
SC1,248e79a9-3950-4afd-882d-51d45f8e9e7e,2011-04-13 22:04:01,2011-04-13 22:04:01,2011-03-29 04:13:06,Tony Stark
SC1,1ef91868-0a55-4564-8af2-0f999cada70a,2010-10-08 23:31:16,2010-10-16 01:25:15,2010-09-11 01:43:51,James Bond
SC1,caac73bd-440b-450e-8152-86a92ae304e6,2018-04-15 18:33:25,2018-04-19 16:50:46,2018-04-05 07:37:25,Jack Sparrow
SC1,d63a0fe6-b3e5-4fbd-98f7-b935003b1db4,2013-06-08 11:38:56,2013-06-08 11:38:56,2013-05-13 09:17:50,Forrest Gump
SC1,92843ffc-272f-4647-ab97-b57fd0ad684b,2019-01-10 10:10:18,2019-01-10 10:10:18,2018-12-23 14:54:29,Marty McFly
SC1,2f47b412-e416-4ce9-a8cd-7fd300f5e0b7,2017-06-09 06:06:00,2017-06-15 11:03:07,2017-06-02 12:44:42,Lara Croft
SC1,89afccbe-4715-413e-be80-1fce845b085b,2018-10-16 03:02:39,2018-10-16 03:02:39,2018-09-25 02:13:04,Daenerys Targaryen
SC1,b25d0033-2e91-49ed-bb8f-547ec61ab206,2010-10-26 15:02:05,2010-10-26 15:02:05,2010-09-27 00:46:18,Indiana Jones
SC1,f625cec7-fe9e-4db7-9339-500d5d84afdc,2014-07-23 20:42:28,2014-07-23 20:42:28,2014-07-20 21:20:12,Jon Snow
SC1,ac3505f0-58f7-49d4-9b74-0e7eb4a7c372,2012-03-28 18:48:21,2012-03-28 18:48:21,2012-03-14 03:23:24,Don Corleone
SC1,4c465582-bbd7-4226-8b0b-a65aa4d01dae,2019-12-02 13:04:30,2019-12-02 13:04:30,2019-11-20 04:44:40,Forrest Gump
SC1,e3a109b2-f352-4245-93b2-1c7bd622b753,2014-02-22 12:04:27,2014-02-22 12:04:27,2014-01-25 20:29:41,Ellen Ripley
SC1,96119914-b831-4cdb-9997-67e4f82c3153,2011-07-03 08:26:40,2011-07-03 08:26:40,2011-07-01 21:29:44,Sheldon Cooper
SC1,d09cd925-e0a2-4e33-9ae3-007b75e53ac7,2011-06-29 12:39:38,2011-06-29 12:39:38,2011-06-21 04:46:44,Tyler Durden
SC1,eee7019d-cbe9-41c0-8773-9e75da3ea9da,2014-11-15 15:20:07,2014-11-15 15:20:07,2014-10-20 09:11:22,Katniss Everdeen
SC1,68ccbbde-030c-4f02-8f2d-acd091bfff25,2013-08-09 09:06:57,2013-08-09 09:06:57,2013-07-16 10:33:29,Ferris Bueller
SC1,c79dd54e-c383-4429-afac-28a573fac7a1,2014-04-24 18:03:35,2014-05-01 05:41:07,2014-04-12 22:33:32,Rocky Balboa
SC1,86565b39-485a-4f17-a59d-878e6744a8e8,2015-01-09 12:34:04,2015-01-09 12:34:04,2014-12-28 09:02:25,Marty McFly
SC1,5b427b1d-7e7c-4338-9b14-df652b290727,2018-05-14 23:19:58,2018-05-14 23:19:58,2018-04-23 06:34:48,Walter White
SC1,540eba62-9fff-4b38-87b6-4665110abf58,2010-02-23 00:44:13,2010-02-23 00:44:13,2010-02-06 21:46:27,Lara Croft
SC1,24f416de-a6b2-4356-bd8e-caaba43401b3,2018-04-03 09:59:29,2018-04-07 22:02:23,2018-03-06 15:11:04,Marty McFly
SC1,3fa576e5-b602-41a0-8115-d0fe1f4fc594,2012-10-12 08:35:16,2012-10-17 09:47:18,2012-10-01 08:04:24,Atticus Finch
SC1,5ae41b13-f39d-4b04-b9dc-f1b8cc39384b,2013-08-06 12:29:05,2013-08-06 12:29:05,2013-07-26 14:16:08,Robert Axelrod
SC1,cd63ccc9-88f0-423f-a91d-35b4aa6f90ed,2010-04-16 21:54:25,2010-04-16 21:54:25,2010-04-15 14:07:58,Dorothy Gale
SC1,4e6a02c8-f265-4138-932f-f7217859980d,2013-12-15 09:20:02,2013-12-15 09:20:02,2013-11-20 07:17:05,Jack Dawson
SC1,d1b1eab1-b4cf-4ca4-89c4-b94abc71d9b8,2019-06-15 18:03:39,2019-06-15 18:03:39,2019-06-01 12:23:59,Tony Stark
SC1,517a3b2f-302d-4ab0-b235-e2da859528a3,2015-08-02 09:38:48,2015-08-02 09:38:48,2015-07-08 09:10:46,James Bond
SC1,0781fcd1-0011-47a7-b3e6-0e5677417394,2019-09-27 05:59:40,2019-09-27 05:59:40,2019-09-19 12:59:54,Vito Corleone
SC1,056ebccc-bf8a-4b47-8737-43745eae563b,2019-02-08 07:08:20,2019-02-08 07:08:20,2019-01-12 09:52:24,Holly Golightly
SC1,4c248a52-467c-4288-b8d6-02024f7c3caf,2016-04-09 06:47:08,2016-04-09 06:47:08,2016-03-15 10:16:58,Jack Dawson
SC1,3b7aaf70-3a13-44f9-a9f9-bf2f9a3396cd,2013-01-12 17:13:20,2013-01-12 17:13:20,2012-12-24 08:33:19,Michael Corleone
SC1,1ee59adc-01de-49f1-b84f-9124fe523f38,2019-12-09 03:49:00,2019-12-09 03:49:00,2019-11-27 18:19:04,Marty McFly
SC1,f3cc9f32-cbca-4efb-b281-641177971cf4,2015-05-23 08:50:34,2015-05-23 08:50:34,2015-05-17 13:01:36,Indiana Jones
SC1,1cd725eb-d67e-4ffd-9e79-d65de5f88d90,2016-10-11 01:33:46,2016-10-11 01:33:46,2016-09-26 00:51:07,Forrest Gump
SC1,7fe5d33f-b09e-4d28-860a-266a46405d6c,2017-03-01 09:46:26,2017-03-01 09:46:26,2017-02-11 06:45:38,Vito Corleone
SC1,025561c1-574c-4a30-b446-f11a34c7695f,2015-11-08 17:21:00,2015-11-08 17:21:00,2015-11-02 18:58:44,Walter White
SC1,58ae314d-aeda-4b39-b7dc-02c47907a00a,2010-02-25 15:42:24,2010-02-25 15:42:24,2010-01-27 03:55:39,Dorothy Gale
SC1,76edad81-622b-4c65-b1d0-4cac770ea143,2019-04-13 17:09:41,2019-04-13 17:09:41,2019-03-29 06:28:55,Jack Sparrow
SC1,67bf2609-333b-40bb-a3fa-e993a7f1fcdb,2015-07-31 23:40:11,2015-07-31 23:40:11,2015-07-18 05:41:47,Leia Organa
SC1,9f27d764-4dea-4a1a-af38-3bd95fc3647f,2011-08-07 23:17:44,2011-08-07 23:17:44,2011-07-23 07:39:32,Travis Bickle
SC1,18180b22-53be-40ed-a7bc-3bd66c4315be,2009-05-03 02:39:17,2009-05-03 02:39:17,2009-04-08 22:26:49,Hannibal Lecter
SC1,686fd07f-a4e8-4596-9c74-f4949f5d2ec0,2015-09-03 11:32:08,2015-09-03 11:32:08,2015-08-08 01:41:11,Harry Potter
SC1,049d6170-17c6-4f46-9595-9ceb65a5c1e8,2013-07-22 02:01:03,2013-07-22 02:01:03,2013-07-14 13:37:16,Hermione Granger
SC1,87c949cd-095c-413e-b287-ddb82a0d7931,2019-01-02 11:20:01,2019-01-02 11:20:01,2018-12-28 08:00:19,Michael Corleone
SC1,a12899b1-bfe6-43fc-9b80-d821443cdf5a,2016-10-29 22:07:06,2016-11-03 09:20:30,2016-10-27 09:36:43,Darth Vader
SC1,3b2186ef-526d-4556-a420-703fbe68f45c,2011-11-22 08:30:26,2011-11-23 12:38:17,2011-11-05 23:55:54,Tyler Durden
SC1,8583a2ae-d58d-4f42-9f0a-0177c45dc05e,2016-12-20 00:43:35,2016-12-20 00:43:35,2016-12-15 15:02:48,Jon Snow
SC1,f731d941-26ad-43a8-9098-265c8783b6f6,2017-12-24 05:41:20,2017-12-24 05:41:20,2017-11-26 19:31:45,Michael Corleone
SC1,bfee4090-06d8-4549-82ff-53e818f9fc9d,2013-07-14 18:52:59,2013-07-14 18:52:59,2013-06-27 02:38:11,Sheldon Cooper
SC1,6660fab3-a8a1-4574-99a8-425387e3c487,2017-08-07 05:35:19,2017-08-07 05:35:19,2017-07-15 16:04:55,Ethan Hunt
SC1,6efc9114-adf4-4013-91c1-87fa2cb24df4,2017-02-11 19:20:30,2017-02-11 19:20:30,2017-01-24 23:12:48,Hannibal Lecter
SC1,3aeb5b68-b7e6-4932-88a0-40630b9a6733,2013-05-29 02:12:13,2013-06-03 20:32:42,2013-05-19 22:34:30,Daenerys Targaryen
SC1,a55b0324-9798-4c1d-bff3-7b7cd39a7049,2014-04-03 06:14:51,2014-04-03 06:14:51,2014-03-09 05:51:49,Michael Corleone
SC1,ea88cd00-dcba-4789-a76e-a9193d965015,2017-03-28 01:29:38,2017-03-28 01:29:38,2017-03-08 19:40:19,Lara Croft
SC1,c83f588f-deba-4e00-ab7f-c21ef3ceab2f,2017-11-28 08:14:23,2017-12-03 23:12:47,2017-11-14 15:32:31,Forrest Gump
SC1,1f99fd34-1949-49bb-b2de-4617bffc887c,2018-08-29 10:06:51,2018-08-29 10:06:51,2018-08-22 23:15:15,Travis Bickle
SC1,dab2e7e2-e728-4dce-90da-d2513c1328f2,2011-07-31 04:56:13,2011-08-05 23:58:30,2011-07-24 22:58:45,Dorothy Gale
SC1,43ce7a9b-308b-48b7-8737-e993e3acdf64,2009-09-10 15:33:46,2009-09-12 02:45:53,2009-08-22 06:18:56,Holly Golightly
SC1,3138b5dc-568a-4040-9c15-7c470e10febf,2019-07-09 07:21:24,2019-07-09 07:21:24,2019-06-08 10:45:08,Norman Bates
SC1,7ec252e4-0a0e-456c-ac36-abb52cb37a8c,2013-12-20 11:11:21,2013-12-20 11:11:21,2013-11-24 21:39:26,Robert Axelrod
